state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_minutes_dom,total_calls_dom,total_charge_dom,total_minutes,total_calls,total_charge,charge_per_min_dom,charge_per_min_int,%_int_min,call_satisfaction,region
ND,50,415,no,no,0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59,1,0,589.5,332,145.34,599.1,338,147.93,0.4377710843373494,0.43166666666666664,0.01602403605408112,0.0029585798816568047,Midwest
LA,98,408,no,no,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2,0,451.2,283,102.44,461.3,288,105.17,0.36197879858657245,0.546,0.021894645566876217,0.006944444444444444,South
HI,101,415,no,yes,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13.0,9,3.51,2,0,451.90000000000003,271,116.66,464.90000000000003,280,120.17,0.43047970479704795,0.38999999999999996,0.027963002796300276,0.007142857142857143,West
NJ,182,415,no,no,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,1,677.1,336,149.13,686.6,347,151.7,0.4438392857142857,0.23363636363636361,0.013836294785901544,0.005763688760806916,Northeast
WV,51,408,no,no,0,169.3,111,28.78,139.5,69,11.86,197.0,87,8.87,12.0,3,3.24,0,0,505.8,267,131.73,517.8,270,134.97,0.4933707865168539,1.08,0.023174971031286212,0.0,South
NC,117,510,no,no,0,214.4,94,36.45,138.0,149,11.73,148.7,102,6.69,9.9,1,2.67,2,0,501.09999999999997,345,112.42,510.99999999999994,346,115.09,0.3258550724637681,2.67,0.019373776908023485,0.005780346820809248,South
PA,92,415,yes,no,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0,0,579.7,337,145.28,591.4000000000001,340,148.44,0.4310979228486647,1.0533333333333335,0.01978356442340209,0.0,Northeast
MI,86,408,no,no,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2,0,599.7,317,102.72,605.9000000000001,320,104.39,0.3240378548895899,0.5566666666666666,0.010232711668592175,0.00625,Midwest
WY,122,415,no,no,0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35,2,0,555.1,318,121.57,563.8000000000001,322,123.91999999999999,0.3822955974842767,0.5875,0.015431003902092937,0.006211180124223602,West
NJ,156,408,no,yes,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4.0,1,0,636.4000000000001,364,164.98000000000002,651.2,372,168.98000000000002,0.4532417582417583,0.5,0.022727272727272728,0.002688172043010753,Northeast
NJ,127,510,no,no,0,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0,1,705.5,311,120.4,719.4,317,124.15,0.3871382636655949,0.625,0.019321656936335835,0.0,Northeast
NC,130,408,yes,no,0,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,5,1,706.6,315,142.60999999999999,723.5,317,147.17,0.4527301587301587,2.28,0.023358673116793363,0.015772870662460567,South
NM,158,408,no,no,0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0.0,0,0.0,2,0,664.3,287,146.4,664.3,287,146.4,0.5101045296167248,,0.0,0.006968641114982578,West
MS,145,510,yes,yes,30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3.0,1,0,562.2,308,130.54,573.3000000000001,311,133.54,0.4238311688311688,1.0,0.019361590790162215,0.003215434083601286,South
TX,90,415,yes,yes,26,169.0,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0,1,571.1,284,129.65,584.4,287,133.24,0.4565140845070423,1.1966666666666665,0.022758384668035595,0.0,South
OK,127,510,no,yes,27,2.6,113,0.44,254.0,102,21.59,242.7,156,10.92,9.2,5,2.48,3,0,499.3,371,145.51,508.5,376,147.98999999999998,0.39221024258760107,0.496,0.018092428711897736,0.007978723404255319,South
ID,109,415,no,no,0,184.1,143,31.3,211.7,105,17.99,243.0,116,10.93,9.9,2,2.67,1,0,638.8,364,171.92000000000002,648.6999999999999,366,174.59,0.4723076923076924,1.335,0.01526129181439803,0.00273224043715847,West
AL,88,415,no,no,0,181.9,90,30.92,151.5,87,12.88,143.0,100,6.44,7.5,3,2.03,1,0,476.4,277,109.32,483.9,280,111.35,0.3946570397111913,0.6766666666666666,0.015499070055796652,0.0035714285714285713,South
WY,101,510,no,yes,9,160.1,116,27.22,210.0,121,17.85,139.1,65,6.26,10.8,9,2.92,0,0,509.20000000000005,302,140.10999999999999,520.0,311,143.02999999999997,0.46394039735099335,0.3244444444444444,0.02076923076923077,0.0,West
HI,171,510,no,no,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,0,620.6,291,148.32999999999998,630.9,292,151.10999999999999,0.5097250859106529,2.78,0.016325883658265972,0.0,West
VA,21,415,no,no,0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1,0,654.4,367,170.06,666.8,369,173.41,0.46337874659400546,1.675,0.01859628074385123,0.0027100271002710027,South
WV,145,408,no,yes,31,216.0,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2,0,675.8,326,123.69,686.5,327,126.58,0.37941717791411045,2.89,0.015586307356154405,0.0061162079510703364,South
DE,90,415,no,no,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8.0,7,2.16,2,0,708.4000000000001,304,157.60999999999999,716.4000000000001,311,159.76999999999998,0.518453947368421,0.3085714285714286,0.011166945840312673,0.006430868167202572,South
CA,33,408,no,no,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1,0,457.29999999999995,319,136.22000000000003,464.4,326,138.14000000000001,0.4270219435736678,0.2742857142857143,0.0152885443583118,0.003067484662576687,West
PA,61,408,no,yes,40,105.0,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,1,459.70000000000005,293,101.17999999999999,469.90000000000003,295,103.92999999999999,0.34532423208191126,1.375,0.02170674611619493,0.006779661016949152,Northeast
CO,107,415,no,no,0,204.5,108,34.77,162.4,110,13.8,155.0,102,6.98,13.4,1,3.62,3,0,521.9,320,128.78,535.3,321,132.4,0.4024375,3.62,0.02503269194844013,0.009345794392523364,West
MD,147,408,no,no,0,274.0,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,1,789.4000000000001,257,124.46000000000001,795.6000000000001,258,126.13000000000001,0.48428015564202337,1.67,0.007792860734037204,0.0,South
AL,117,510,no,no,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2,0,517.7,242,107.42,525.4000000000001,252,109.5,0.44388429752066116,0.20800000000000002,0.014655500570993527,0.007936507936507936,South
AL,95,415,no,no,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,0,603.7,331,140.91,617.9000000000001,337,144.74,0.4257099697885196,0.6383333333333333,0.022981064897232558,0.002967359050445104,South
KS,186,510,no,no,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,0,471.9,300,119.54,480.59999999999997,306,121.89,0.3984666666666667,0.39166666666666666,0.018102372034956304,0.0032679738562091504,Midwest
MI,128,415,no,no,0,179.4,94,30.5,270.4,92,22.98,191.0,88,8.59,7.9,4,2.13,0,0,640.8,274,125.57000000000001,648.6999999999999,278,127.7,0.45828467153284674,0.5325,0.012178202558964084,0.0,Midwest
AK,55,408,no,yes,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,0,564.1,322,127.25,572.2,323,129.44,0.3951863354037267,2.19,0.0141558895491087,0.009287925696594427,West
OH,134,415,no,no,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2,0,365.70000000000005,266,108.96,378.6,268,112.44,0.4096240601503759,1.74,0.0340729001584786,0.007462686567164179,Midwest
IN,96,415,no,yes,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,0,680.7,285,116.29,692.0,292,119.34,0.40803508771929825,0.43571428571428567,0.01632947976878613,0.003424657534246575,Midwest
SC,107,415,no,no,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0,0,618.5999999999999,265,108.02,629.3,268,110.91,0.40762264150943395,0.9633333333333334,0.017003019227713332,0.0,South
KS,123,415,no,no,0,140.0,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2,0,343.8,294,121.31,356.3,295,124.69,0.4126190476190476,3.38,0.03508279539713724,0.006779661016949152,Midwest
OK,35,415,no,no,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2,0,747.9,243,95.92,753.6999999999999,250,97.49,0.39473251028806583,0.22428571428571428,0.007695369510415285,0.008,South
WI,74,408,no,no,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12.0,3,3.24,0,0,655.0,373,167.11,667.0,376,170.35000000000002,0.44801608579088475,1.08,0.017991004497751123,0.0,Midwest
IN,130,408,no,no,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,0,425.2,357,149.64,437.8,366,153.04,0.4191596638655462,0.37777777777777777,0.02878026496116948,0.00273224043715847,Midwest
IL,137,408,yes,no,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0,1,677.4,268,129.87,691.6,272,133.70000000000002,0.484589552238806,0.9575,0.020532099479467898,0.0,Midwest
TN,88,415,no,no,0,181.5,116,30.86,187.0,119,15.9,220.3,96,9.91,10.5,7,2.84,1,0,588.8,331,141.81,599.3,338,144.65,0.42842900302114806,0.4057142857142857,0.017520440513932922,0.0029585798816568047,South
DC,80,408,no,no,0,51.5,90,8.76,164.0,98,13.94,169.4,80,7.62,9.5,4,2.57,3,0,384.9,268,111.56,394.4,272,114.13,0.41626865671641794,0.6425,0.024087221095334687,0.011029411764705883,south
NC,116,408,no,yes,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,0,533.8,338,128.43,542.0,340,130.64000000000001,0.37997041420118344,1.105,0.015129151291512913,0.008823529411764706,South
RI,123,510,no,yes,23,245.0,88,41.65,265.0,105,22.53,239.7,108,10.79,14.9,3,4.02,2,0,749.7,301,121.32,764.6,304,125.33999999999999,0.4030564784053156,1.3399999999999999,0.019487313628040806,0.006578947368421052,Northeast
MS,120,415,no,no,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,0,495.9,324,121.91,506.59999999999997,327,124.8,0.3762654320987654,0.9633333333333334,0.021121200157915514,0.0030581039755351682,South
VA,146,415,yes,no,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1,0,640.2,303,162.35,650.7,309,165.19,0.5358085808580858,0.47333333333333333,0.016136468418626093,0.003236245954692557,South
KY,106,510,no,yes,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3,0,493.20000000000005,295,131.21,501.40000000000003,299,133.42000000000002,0.44477966101694916,0.5525,0.01635420821699242,0.010033444816053512,South
NV,121,408,no,yes,44,116.0,85,19.72,150.1,120,12.76,246.8,98,11.11,12.0,2,3.24,1,0,512.9000000000001,303,108.87,524.9000000000001,305,112.11,0.35930693069306935,1.62,0.022861497428081537,0.003278688524590164,West
WI,137,510,no,no,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,0,541.7,252,103.7,550.8000000000001,254,106.16,0.41150793650793654,1.23,0.01652142338416848,0.003937007874015748,Midwest
NH,84,408,no,yes,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,0,520.8,234,92.67,526.5,237,94.21000000000001,0.39602564102564103,0.5133333333333333,0.010826210826210826,0.008438818565400843,Northeast
NE,67,510,no,yes,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1,0,594.2,240,94.82000000000001,607.4000000000001,246,98.38000000000001,0.39508333333333334,0.5933333333333334,0.021731972341126105,0.0040650406504065045,Midwest
WI,161,408,no,no,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4,1,505.4,299,106.89,511.29999999999995,301,108.48,0.3574916387959866,0.795,0.011539213768824566,0.013289036544850499,Midwest
NJ,134,510,no,yes,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,1,659.0,314,132.55,665.1,319,134.20000000000002,0.4221337579617835,0.32999999999999996,0.00917155314990227,0.006269592476489028,Northeast
ME,62,415,yes,yes,32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0,1,647.3,362,121.77000000000001,660.5,365,125.33000000000001,0.3363812154696133,1.1866666666666668,0.019984859954579864,0.0,Northeast
WY,120,415,no,yes,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9.0,13,2.43,1,0,628.8,280,108.46,637.8,293,110.89,0.38735714285714284,0.18692307692307694,0.014111006585136407,0.0034129692832764505,West
IN,130,408,no,yes,30,185.0,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2.0,0,0,592.3,361,145.31,599.6999999999999,368,147.31,0.4025207756232687,0.2857142857142857,0.012339503084875773,0.0,Midwest
WI,20,408,no,no,0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2,0,713.3000000000001,245,122.82999999999998,725.6,251,126.14999999999998,0.5013469387755102,0.5533333333333333,0.01695148842337376,0.00796812749003984,Midwest
VT,68,415,no,no,0,158.8,119,27.0,211.8,105,18.0,198.1,101,8.91,10.3,3,2.78,1,0,568.7,325,145.91,579.0,328,148.69,0.44895384615384615,0.9266666666666666,0.01778929188255613,0.003048780487804878,Northeast
CA,112,415,no,no,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0,0,599.6,352,176.1,608.1,356,178.4,0.5002840909090909,0.575,0.01397796415063312,0.0,West
IN,77,408,no,no,0,185.9,95,31.6,212.0,98,18.02,282.3,81,12.7,11.3,4,3.05,3,0,680.2,274,125.72,691.5,278,128.77,0.45883211678832114,0.7625,0.0163412870571222,0.01079136690647482,Midwest
SC,109,415,no,no,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9.0,3,2.43,2,0,656.5,243,100.31,665.5,246,102.74000000000001,0.412798353909465,0.81,0.013523666416228399,0.008130081300813009,South
IN,108,415,no,no,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3,0,609.1999999999999,300,126.19,620.8,303,129.32,0.4206333333333333,1.0433333333333332,0.018685567010309278,0.009900990099009901,Midwest
IA,79,415,no,yes,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1,0,623.5,321,144.25,632.6,323,146.71,0.44937694704049846,1.23,0.014385077458109389,0.0030959752321981426,Midwest
MD,119,408,no,no,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,1,713.5,259,119.09,724.4,262,122.03,0.4598069498069498,0.98,0.015046935394809498,0.011450381679389313,South
MN,38,510,no,no,0,175.7,109,29.87,211.8,97,18.0,137.9,109,6.21,9.2,3,2.48,5,1,525.4,315,133.21,534.6,318,135.69,0.4228888888888889,0.8266666666666667,0.01720912832023943,0.015723270440251572,Midwest
AR,109,415,no,yes,29,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9.0,6,2.43,6,1,599.4,316,122.51,608.4,322,124.94000000000001,0.38768987341772154,0.405,0.014792899408284025,0.018633540372670808,South
MS,78,415,no,no,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1,0,503.8,279,101.32000000000001,514.6,285,104.24000000000001,0.3631541218637993,0.48666666666666664,0.02098717450446949,0.0035087719298245615,South
MN,134,415,no,no,0,244.1,99,41.5,246.9,111,20.99,200.0,133,9.0,7.2,2,1.94,0,0,691.0,343,128.99,698.2,345,130.93,0.37606413994169097,0.97,0.010312231452305929,0.0,Midwest
WA,47,415,no,yes,27,165.0,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,2,0,576.7,302,112.61999999999999,584.4000000000001,306,114.69999999999999,0.3729139072847682,0.52,0.013175906913073236,0.006535947712418301,West
MS,59,408,no,yes,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0,0,394.9,282,126.17,404.0,285,128.63,0.4474113475177305,0.82,0.022524752475247524,0.0,South
ID,151,415,no,no,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0,0,712.1,291,140.99,717.6,294,142.48000000000002,0.48450171821305843,0.49666666666666665,0.007664437012263099,0.0,West
NC,129,415,no,no,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1,0,487.4,371,160.72,498.5,375,163.72,0.4332075471698113,0.75,0.022266800401203612,0.0026666666666666666,South
VA,107,510,no,yes,27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,2,0,748.8,319,133.91,763.1999999999999,326,137.79999999999998,0.4197805642633229,0.5557142857142857,0.01886792452830189,0.006134969325153374,South
MT,137,408,yes,no,0,258.0,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0,1,677.7,329,140.73999999999998,688.6,332,143.67999999999998,0.42778115501519753,0.98,0.015829218704618064,0.0,West
MI,76,510,no,no,0,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1,0,497.1,293,168.76000000000002,506.40000000000003,295,171.27,0.5759726962457339,1.255,0.018364928909952605,0.003389830508474576,Midwest
HI,24,415,no,no,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0,0,536.9,397,150.19,553.1,399,154.56,0.3783123425692695,2.185,0.029289459410594826,0.0,West
NC,169,408,no,no,0,142.5,82,24.23,231.4,110,19.67,131.2,67,5.9,10.0,4,2.7,2,0,505.09999999999997,259,107.57000000000001,515.0999999999999,263,110.27000000000001,0.4153281853281854,0.675,0.019413706076490005,0.0076045627376425855,South
MN,30,408,no,no,0,54.0,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,1,0,480.5,265,94.36,490.7,273,97.11,0.3560754716981132,0.34375,0.020786631342979416,0.003663003663003663,Midwest
WV,70,415,no,no,0,214.8,87,36.52,131.0,114,11.14,216.9,104,9.76,9.4,3,2.54,3,0,562.7,305,107.9,572.1,308,110.44000000000001,0.3537704918032787,0.8466666666666667,0.016430693934626813,0.00974025974025974,South
SD,52,510,yes,no,0,251.4,118,42.74,196.6,80,16.71,192.0,53,8.64,11.0,2,2.97,0,1,640.0,251,143.35000000000002,651.0,253,146.32000000000002,0.5711155378486057,1.485,0.016897081413210446,0.0,Midwest
HI,3,408,no,no,0,139.0,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4,0,675.9,294,133.19,682.0,297,134.84,0.4530272108843537,0.5499999999999999,0.008944281524926686,0.013468013468013467,West
MS,38,415,no,no,0,117.3,114,19.94,208.7,105,17.74,203.4,98,9.15,14.4,2,3.89,2,0,529.4,317,140.89000000000001,543.8,319,144.78,0.44444794952681393,1.945,0.02648032364840015,0.006269592476489028,South
NY,104,415,no,no,0,264.0,108,44.88,132.2,75,11.24,177.7,91,8.0,10.6,8,2.86,3,0,573.9,274,127.24,584.5,282,130.1,0.4643795620437956,0.3575,0.018135158254918734,0.010638297872340425,Northeast
LA,27,408,no,no,0,82.6,105,14.04,204.0,99,17.34,224.2,122,10.09,9.1,4,2.46,1,0,510.8,326,132.43,519.9,330,134.89000000000001,0.4062269938650307,0.615,0.017503366031929216,0.0030303030303030303,South
KS,166,415,yes,yes,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1,0,557.9,274,153.34,569.3,279,156.42000000000002,0.5596350364963504,0.616,0.020024591603723874,0.0035842293906810036,Midwest
MA,13,408,no,no,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2,0,690.9000000000001,291,129.62,704.5000000000001,299,133.29,0.4454295532646048,0.45875,0.019304471256210074,0.006688963210702341,Northeast
AK,52,408,no,no,0,217.0,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19,2,0,503.6,296,122.99000000000001,515.4,300,126.18,0.4155067567567568,0.7975,0.022894838960031045,0.006666666666666667,West
SD,114,415,no,yes,25,129.0,77,21.93,290.0,110,24.65,177.1,110,7.97,11.6,5,3.13,1,0,596.1,297,109.62,607.7,302,112.75,0.3690909090909091,0.626,0.01908836597005101,0.0033112582781456954,Midwest
CO,156,408,no,no,0,150.5,106,25.59,152.9,112,13.0,215.9,86,9.72,3.5,3,0.95,1,0,519.3,304,128.72,522.8,307,129.67,0.4234210526315789,0.31666666666666665,0.006694720734506504,0.003257328990228013,West
NH,90,415,no,yes,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3.0,0,0,671.0,248,98.03,682.1,252,101.03,0.3952822580645161,0.75,0.01627327371353174,0.0,Northeast
WV,62,415,no,no,0,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,2,0,473.9,323,138.95,484.7,328,141.86999999999998,0.43018575851393187,0.584,0.02228182380854137,0.006097560975609756,South
AZ,82,415,no,yes,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11.0,6,2.97,2,0,641.4000000000001,293,127.08,652.4000000000001,299,130.05,0.43372013651877134,0.49500000000000005,0.016860821581851624,0.006688963210702341,West
ME,52,510,no,no,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,0,530.3,270,103.75,542.5999999999999,274,107.07,0.38425925925925924,0.83,0.022668632510136386,0.010948905109489052,Northeast
NH,146,510,no,no,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1,0,547.6,249,104.99,558.3000000000001,255,107.88,0.4216465863453815,0.4816666666666667,0.01916532330288375,0.00392156862745098,Northeast
RI,120,415,no,yes,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2,0,727.1,315,146.92000000000002,734.3000000000001,320,148.86,0.46641269841269845,0.388,0.009805256707067955,0.00625,Northeast
ID,130,415,no,no,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1,1,645.5,315,137.64,663.8,321,142.57999999999998,0.4369523809523809,0.8233333333333334,0.02756854474239229,0.003115264797507788,West
WI,90,408,no,no,0,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1,0,398.79999999999995,265,113.96,410.19999999999993,274,117.03999999999999,0.4300377358490566,0.3422222222222222,0.027791321306679675,0.0036496350364963502,Midwest
NM,147,408,yes,no,0,183.8,113,31.25,164.7,110,14.0,111.0,87,5.0,10.1,4,2.73,1,0,459.5,310,132.0,469.6,314,134.73,0.4258064516129032,0.6825,0.021507666098807495,0.0031847133757961785,West
WY,159,415,no,no,0,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,0,1,451.30000000000007,253,86.52,461.6000000000001,256,89.3,0.3419762845849802,0.9266666666666666,0.02231369150779896,0.0,West
IL,74,510,no,yes,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4,0,626.0999999999999,358,151.04999999999998,639.3,360,154.60999999999999,0.42192737430167593,1.78,0.020647583294228063,0.011111111111111112,Midwest
TX,130,408,no,no,0,252.0,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,0,631.4,270,124.88,637.1,275,126.42,0.4625185185185185,0.308,0.00894679014283472,0.0,South
RI,155,408,yes,no,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,0,551.1999999999999,313,123.13,562.4,316,126.14999999999999,0.39338658146964856,1.0066666666666666,0.01991465149359886,0.0,Northeast
MI,87,415,no,no,0,198.3,80,33.71,187.0,89,15.9,133.5,96,6.01,16.6,4,4.48,2,0,518.8,265,101.91000000000001,535.4,269,106.39000000000001,0.3845660377358491,1.12,0.031004856182293615,0.007434944237918215,Midwest
OR,81,415,no,no,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,1,748.7,208,76.53,761.8000000000001,213,80.07000000000001,0.3679326923076923,0.708,0.017196114465739036,0.0,West
VA,99,510,no,no,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2,0,487.3,338,102.77,501.6,347,106.63,0.3040532544378698,0.4288888888888889,0.02850877192982456,0.005763688760806916,South
SD,131,510,no,no,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2,0,591.0,336,136.16,601.2,347,138.91,0.40523809523809523,0.25,0.016966067864271454,0.005763688760806916,Midwest
AL,89,510,no,no,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5,1,558.1999999999999,239,98.87,568.4999999999999,243,101.65,0.41368200836820085,0.695,0.01811785400175902,0.0205761316872428,South
